customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,tech_support,payment_method,num_support_calls,senior_citizen,partner,paperless_billing,churn
CUST-00124,2,56.94,157.06,One year,Fiber optic,No,Bank transfer,1,0,Yes,No,1
CUST-00125,6,95.43,598.82,Two year,No,Yes,Mailed check,2,0,Yes,Yes,1
CUST-00126,13,103.03,1330.88,One year,DSL,No,Bank transfer,1,0,No,No,1
CUST-00127,40,89.96,3581.75,Month-to-month,No,Yes,Mailed check,0,0,No,Yes,0
CUST-00128,47,54.21,2537.23,Month-to-month,Fiber optic,No,Mailed check,0,0,No,Yes,0
CUST-00129,1,75.09,75.51,One year,Fiber optic,Yes,Electronic check,2,0,Yes,Yes,1
CUST-00130,17,64.4,1056.11,Month-to-month,Fiber optic,,Electronic check,0,0,Yes,Yes,1
CUST-00131,12,42.41,439.5,Month-to-month,Fiber optic,No,Electronic check,1,0,No,No,1
CUST-00132,6,73.11,495.59,Month-to-month,DSL,Yes,Credit card,1,0,Yes,No,1
CUST-00133,3,35.52,87.3,Two year,Fiber optic,Yes,Electronic check,2,0,Yes,No,1
CUST-00134,9,94.69,860.58,Two year,Fiber optic,No,Bank transfer,3,0,No,Yes,1
CUST-00135,68,53.38,3644.41,Month-to-month,Fiber optic,Yes,Bank transfer,1,0,Yes,No,1
CUST-00136,9,70.03,646.36,Two year,DSL,No,Electronic check,1,1,No,No,0
CUST-00137,17,72.08,1166.71,Month-to-month,No,No,Credit card,0,0,Yes,Yes,1
CUST-00138,29,58.53,1613.5,One year,Fiber optic,No,Mailed check,4,0,No,No,1
CUST-00139,10,79.67,767.24,One year,DSL,No,Credit card,0,0,No,Yes,0
CUST-00140,72,53.13,3844.96,Two year,Fiber optic,No,Credit card,2,1,Yes,Yes,0
CUST-00141,72,86.78,6211.94,Two year,Fiber optic,No,Mailed check,0,0,No,No,0
CUST-00142,6,31.35,170.36,Month-to-month,Fiber optic,No,Mailed check,0,0,No,No,1
CUST-00143,16,68.16,1196.92,Two year,Fiber optic,Yes,Mailed check,4,0,No,Yes,1
CUST-00144,8,113.47,815.51,Month-to-month,No,Yes,Bank transfer,4,0,Yes,Yes,1
CUST-00145,8,39.99,282.18,One year,DSL,No,Mailed check,4,0,No,No,0
CUST-00146,1,48.06,142.89,One year,Fiber optic,No,Mailed check,1,0,Yes,No,0
CUST-00147,22,77.85,1710.42,One year,No,No,Credit card,3,0,No,Yes,1
CUST-00148,16,69.49,1076.53,Month-to-month,No,Yes,Credit card,3,0,No,Yes,1
CUST-00149,1,73.77,132.2,Two year,Fiber optic,No,Electronic check,0,0,No,Yes,1
CUST-00150,7,77.23,,Month-to-month,No,Yes,Credit card,0,0,No,No,1
CUST-00151,57,80.87,4592.06,Month-to-month,DSL,Yes,Mailed check,3,0,Yes,Yes,1
CUST-00152,6,92.74,566.07,One year,No,No,Bank transfer,1,1,Yes,Yes,1
CUST-00153,3,75.25,192.83,Month-to-month,DSL,Yes,Credit card,4,0,No,Yes,1
CUST-00154,16,58.97,892.62,Two year,DSL,No,Credit card,2,0,No,No,1
CUST-00155,72,81.81,5884.95,Month-to-month,DSL,No,Mailed check,0,0,Yes,No,0
CUST-00156,6,112.5,624.43,Month-to-month,Fiber optic,No,Credit card,0,1,No,No,1
CUST-00157,26,61.68,1604.32,Two year,DSL,No,Credit card,1,0,No,Yes,0
CUST-00158,34,40.64,1399.37,Month-to-month,DSL,Yes,Mailed check,1,0,No,Yes,1
CUST-00159,6,92.68,598.72,Month-to-month,DSL,Yes,Credit card,1,0,Yes,No,1
CUST-00160,31,61.99,1978.1,One year,DSL,No,Bank transfer,1,0,Yes,No,0
CUST-00161,11,15.0,144.71,Month-to-month,Fiber optic,No,Electronic check,0,0,No,No,1
CUST-00162,24,86.19,2093.42,One year,Fiber optic,No,Credit card,1,0,No,No,1
CUST-00163,24,51.62,1263.43,Month-to-month,DSL,Yes,Bank transfer,1,0,No,No,0
CUST-00164,18,62.74,1145.65,Two year,Fiber optic,No,Credit card,2,0,Yes,No,1
CUST-00165,2,73.3,122.63,Two year,No,No,Electronic check,0,0,No,No,0
CUST-00166,43,69.76,2948.38,One year,Fiber optic,No,Mailed check,3,0,No,No,1
CUST-00167,9,82.74,769.73,Month-to-month,DSL,No,Electronic check,3,0,Yes,Yes,1
CUST-00168,4,54.11,131.11,Two year,Fiber optic,Yes,Credit card,0,0,No,Yes,0
CUST-00169,1,77.83,64.44,One year,DSL,Yes,Electronic check,2,0,No,No,0
CUST-00170,21,58.51,1101.06,One year,DSL,No,Electronic check,5,0,No,Yes,1
CUST-00171,27,83.47,2186.88,Month-to-month,DSL,No,Mailed check,2,0,No,No,1
CUST-00172,1,80.38,36.53,Two year,No,Yes,Credit card,0,0,No,Yes,0
CUST-00173,17,41.61,762.27,One year,DSL,No,Electronic check,3,0,No,Yes,1
CUST-00174,6,92.15,,Month-to-month,DSL,Yes,Electronic check,0,0,No,Yes,1
CUST-00175,24,51.6,1210.73,Month-to-month,DSL,Yes,Mailed check,1,1,No,Yes,1
CUST-00176,4,85.2,377.27,Two year,No,Yes,Bank transfer,2,0,Yes,Yes,1
CUST-00177,28,74.18,2121.48,Month-to-month,Fiber optic,Yes,Credit card,0,0,No,Yes,0
CUST-00178,11,110.95,1212.47,Two year,DSL,No,Bank transfer,1,1,No,No,0
CUST-00179,66,59.41,3852.06,One year,Fiber optic,,Bank transfer,2,1,Yes,Yes,0
CUST-00180,3,56.27,158.41,One year,Fiber optic,Yes,Mailed check,1,0,No,Yes,0
CUST-00181,10,64.51,640.25,Month-to-month,Fiber optic,Yes,Mailed check,0,0,Yes,Yes,0
CUST-00182,2,57.42,53.22,Month-to-month,DSL,No,Credit card,1,0,No,No,1
CUST-00183,62,85.0,5288.26,Two year,No,Yes,Bank transfer,3,0,Yes,No,0
CUST-00184,50,24.59,1243.6,Month-to-month,DSL,No,Electronic check,3,0,Yes,No,1
CUST-00185,7,38.66,292.86,One year,Fiber optic,Yes,Bank transfer,0,0,No,Yes,0
CUST-00186,25,38.3,971.57,Month-to-month,DSL,No,Mailed check,5,1,No,Yes,1
CUST-00187,40,88.76,3586.8,Month-to-month,Fiber optic,Yes,Electronic check,4,1,No,No,1
CUST-00188,19,107.77,2038.57,Month-to-month,Fiber optic,Yes,Electronic check,2,0,No,No,1
CUST-00189,18,62.39,1133.09,Month-to-month,Fiber optic,Yes,Mailed check,0,0,No,Yes,1
CUST-00190,6,60.78,344.79,Two year,DSL,Yes,Electronic check,1,0,No,Yes,0
CUST-00191,2,66.75,104.28,Month-to-month,Fiber optic,No,Bank transfer,0,0,No,Yes,1
CUST-00192,54,94.05,5145.45,Month-to-month,DSL,No,Mailed check,1,0,No,Yes,1
CUST-00193,55,41.82,2197.7,Month-to-month,Fiber optic,Yes,Credit card,1,0,Yes,No,0
CUST-00194,24,70.96,1746.86,Month-to-month,No,Yes,Mailed check,3,0,No,Yes,1
CUST-00195,9,89.38,773.39,Month-to-month,Fiber optic,No,Credit card,1,1,Yes,Yes,1
CUST-00196,10,77.53,737.77,Two year,Fiber optic,No,Credit card,0,0,No,Yes,1
CUST-00197,31,69.74,2175.0,Month-to-month,Fiber optic,No,Mailed check,1,0,Yes,No,1
CUST-00198,54,90.03,4786.93,Month-to-month,Fiber optic,No,Mailed check,2,0,No,No,0
CUST-00199,52,15.0,739.2,Month-to-month,No,No,Credit card,0,0,No,No,0
CUST-00200,36,81.95,2907.63,Two year,DSL,No,Credit card,2,1,No,Yes,1
CUST-00201,24,48.65,1156.48,Month-to-month,Fiber optic,No,Electronic check,0,0,No,No,0
CUST-00202,2,19.23,0.0,Month-to-month,Fiber optic,No,Mailed check,1,0,No,Yes,1
CUST-00203,4,77.78,391.18,One year,Fiber optic,Yes,Mailed check,1,0,Yes,Yes,0
CUST-00204,54,99.34,5454.29,One year,DSL,Yes,Electronic check,3,0,No,Yes,0
CUST-00205,22,61.56,1253.3,Month-to-month,Fiber optic,Yes,Mailed check,1,1,Yes,No,1
CUST-00206,1,88.82,116.04,Month-to-month,No,No,Electronic check,1,0,No,Yes,1
CUST-00207,2,105.31,253.55,One year,No,No,Electronic check,2,0,Yes,No,0
CUST-00208,26,97.87,2571.84,Month-to-month,Fiber optic,No,Mailed check,4,0,No,Yes,0
CUST-00209,1,106.0,73.09,Two year,Fiber optic,Yes,Bank transfer,2,0,No,Yes,1
CUST-00210,4,83.55,322.01,One year,No,No,Credit card,1,0,No,Yes,1
CUST-00211,19,66.89,1233.42,Month-to-month,DSL,No,Mailed check,1,0,No,Yes,1
CUST-00212,28,24.95,677.61,Month-to-month,DSL,Yes,Bank transfer,0,0,No,Yes,0
CUST-00213,25,58.85,1410.71,Month-to-month,Fiber optic,No,Electronic check,2,1,Yes,Yes,1
CUST-00214,6,43.92,257.77,One year,No,No,Bank transfer,2,0,No,Yes,0
CUST-00215,29,119.27,3383.79,Month-to-month,No,No,Mailed check,2,0,No,Yes,1
CUST-00216,6,60.6,353.61,Month-to-month,Fiber optic,No,Mailed check,1,1,Yes,Yes,1
CUST-00217,9,68.08,550.29,One year,DSL,No,Bank transfer,2,0,Yes,Yes,0
CUST-00218,32,78.79,2531.53,Two year,Fiber optic,No,Mailed check,2,0,Yes,Yes,0
CUST-00219,25,66.09,1618.28,Month-to-month,DSL,No,Credit card,2,0,No,Yes,1
CUST-00220,45,107.38,4846.46,Two year,DSL,No,Bank transfer,1,0,Yes,Yes,0
CUST-00221,25,49.43,1289.92,Month-to-month,Fiber optic,Yes,Electronic check,3,0,Yes,No,1
CUST-00222,20,69.87,1476.78,Month-to-month,DSL,No,Bank transfer,3,0,Yes,Yes,1
CUST-00223,2,46.44,0.0,Month-to-month,No,Yes,Bank transfer,1,0,No,Yes,0
CUST-00224,11,32.0,310.28,Month-to-month,Fiber optic,No,Bank transfer,3,0,No,No,1
CUST-00225,7,49.71,332.79,Month-to-month,Fiber optic,No,Bank transfer,2,0,No,No,1
CUST-00226,6,64.07,407.46,Month-to-month,DSL,No,Electronic check,4,0,No,No,1
CUST-00227,72,54.27,3824.74,Two year,DSL,No,Electronic check,2,0,Yes,No,0
CUST-00228,11,47.69,475.48,Two year,DSL,Yes,Electronic check,3,0,Yes,Yes,0
CUST-00229,53,29.84,1588.15,One year,No,No,Bank transfer,1,0,No,Yes,0
CUST-00230,23,62.92,1451.46,Month-to-month,No,Yes,Credit card,3,0,Yes,No,1
CUST-00231,38,27.38,1059.4,Month-to-month,Fiber optic,Yes,Credit card,1,0,Yes,No,0
CUST-00232,16,84.0,1366.21,Month-to-month,DSL,No,Electronic check,3,0,No,No,1
CUST-00233,20,67.06,1358.15,One year,No,Yes,Credit card,0,1,Yes,No,0
CUST-00234,16,28.56,466.66,Two year,DSL,No,Credit card,0,0,No,Yes,1
CUST-00235,5,57.27,289.14,Month-to-month,DSL,No,Credit card,1,0,Yes,Yes,1
CUST-00236,30,46.2,1419.12,Month-to-month,Fiber optic,No,Credit card,2,0,No,No,1
CUST-00237,7,72.98,398.89,Month-to-month,No,No,Credit card,1,0,Yes,No,1
CUST-00238,1,98.51,175.73,Month-to-month,DSL,Yes,Mailed check,0,0,Yes,No,1
CUST-00239,24,18.12,324.67,Month-to-month,DSL,Yes,Electronic check,2,1,Yes,No,0
CUST-00240,4,67.88,217.54,One year,No,No,Bank transfer,0,1,No,Yes,0
CUST-00241,67,61.0,4075.44,One year,DSL,No,Credit card,3,0,No,Yes,0
CUST-00242,72,81.78,5922.04,Month-to-month,DSL,No,Mailed check,2,0,Yes,No,0
CUST-00243,59,70.33,3999.7,Month-to-month,Fiber optic,No,Bank transfer,2,0,No,Yes,1
CUST-00244,11,46.2,506.8,Two year,No,Yes,Mailed check,1,0,No,Yes,0
CUST-00245,1,57.02,96.64,Month-to-month,Fiber optic,No,Credit card,0,0,No,Yes,1
CUST-00246,63,45.1,2890.99,Month-to-month,No,No,Credit card,0,1,No,Yes,1
CUST-00247,13,91.9,1159.84,Month-to-month,Fiber optic,Yes,Credit card,1,1,Yes,Yes,1
CUST-00248,72,65.53,4703.32,Month-to-month,DSL,Yes,Credit card,2,1,No,No,0
CUST-00249,72,112.53,8071.34,Month-to-month,No,Yes,Bank transfer,4,0,No,Yes,0
CUST-00250,46,63.48,2900.61,Two year,Fiber optic,Yes,Bank transfer,3,0,Yes,Yes,0
CUST-00251,8,47.29,326.73,Month-to-month,DSL,No,Mailed check,3,0,Yes,No,1
CUST-00252,11,27.16,254.27,Month-to-month,Fiber optic,Yes,Electronic check,2,0,No,Yes,1
CUST-00253,45,19.92,918.19,One year,DSL,Yes,Credit card,1,0,No,No,0
CUST-00254,9,25.4,235.15,Month-to-month,DSL,Yes,Mailed check,0,0,No,Yes,0
CUST-00255,4,71.68,311.29,Two year,DSL,No,Mailed check,2,0,No,No,0
CUST-00256,19,77.72,1487.35,Two year,Fiber optic,No,Mailed check,0,0,No,Yes,0
CUST-00257,66,25.47,1716.25,Month-to-month,No,Yes,Credit card,4,0,Yes,Yes,1
CUST-00258,28,87.38,2490.44,One year,Fiber optic,Yes,Credit card,2,0,Yes,No,1
CUST-00259,20,52.92,971.38,Month-to-month,No,Yes,Mailed check,0,0,Yes,No,0
CUST-00260,2,68.67,94.62,Two year,DSL,No,Credit card,0,0,Yes,Yes,0
CUST-00261,22,105.31,2305.15,Month-to-month,DSL,Yes,Mailed check,1,0,Yes,No,1
CUST-00262,72,87.42,6293.18,Two year,DSL,No,Bank transfer,1,0,No,Yes,1
CUST-00263,3,58.29,141.36,One year,DSL,No,Credit card,2,0,No,No,1
CUST-00264,17,42.72,771.84,Month-to-month,DSL,No,Bank transfer,0,0,No,Yes,1
CUST-00265,50,15.0,849.0,Month-to-month,Fiber optic,Yes,Electronic check,0,0,No,Yes,0
CUST-00266,32,47.02,1513.99,Two year,No,No,Credit card,1,0,No,Yes,0
CUST-00267,28,59.72,,Two year,No,No,Electronic check,2,1,No,Yes,0
CUST-00268,29,40.32,1211.77,Month-to-month,DSL,Yes,Mailed check,1,1,No,Yes,0
CUST-00269,10,61.72,523.89,One year,No,No,Credit card,3,0,Yes,Yes,0
CUST-00270,8,66.92,536.79,Month-to-month,DSL,Yes,Credit card,1,0,Yes,Yes,1
CUST-00271,39,59.38,2364.72,Month-to-month,DSL,Yes,Credit card,1,0,No,Yes,0
CUST-00272,39,48.75,1869.09,Month-to-month,No,Yes,Electronic check,3,0,Yes,Yes,0
CUST-00273,48,69.22,3261.06,Month-to-month,Fiber optic,No,Electronic check,2,0,No,No,1
CUST-00274,58,76.05,4401.52,Two year,DSL,No,Mailed check,2,1,Yes,No,0
CUST-00275,17,37.74,638.55,Month-to-month,Fiber optic,No,Bank transfer,1,0,No,No,1
CUST-00276,16,100.27,1558.94,Two year,DSL,Yes,Bank transfer,3,1,No,No,1
CUST-00277,38,62.54,2481.15,Month-to-month,Fiber optic,No,Electronic check,2,0,Yes,No,1
CUST-00278,25,65.47,1612.85,Month-to-month,Fiber optic,Yes,Credit card,2,0,No,No,1
CUST-00279,29,82.71,,Month-to-month,No,No,Bank transfer,2,1,Yes,Yes,1
CUST-00280,38,70.83,2686.87,Month-to-month,DSL,Yes,Bank transfer,1,0,Yes,Yes,0
CUST-00281,52,88.83,4664.47,Month-to-month,Fiber optic,Yes,Electronic check,2,0,Yes,Yes,1
CUST-00282,9,72.18,650.47,Month-to-month,Fiber optic,No,Mailed check,1,0,No,Yes,1
CUST-00283,11,49.69,570.86,One year,Fiber optic,Yes,Electronic check,0,0,Yes,No,1
CUST-00284,2,74.04,104.5,Month-to-month,DSL,No,Electronic check,2,0,No,Yes,0
CUST-00285,20,36.41,802.52,Month-to-month,Fiber optic,No,Credit card,1,0,Yes,Yes,0
CUST-00286,1,67.71,95.8,Month-to-month,No,No,Electronic check,4,0,Yes,No,1
