order_id,restaurant,category,city,order_date,amount,delivery_time_min,customer_rating
1158,Sushi Spot,Indian,Akron,2026-08-06,22.67,25.0,3.0
1143,Pizza Place,Italian,Columbus,2026-06-03,33.93,49.0,2.0
1017,Taco Town,Indian,Akron,2026-06-05,18.82,35.0,3.0
1059,Burger Barn,Indian,Cincinnati,2026-04-11,55.58,53.0,2.0
1165,Sushi Spot,Italian,Toledo,2026-02-20,17.26,36.0,2.0
1216,Noodle Nook,Mexican,Akron,2026-05-09,17.85,17.0,5.0
1149,Pizza Place,Italian,Akron,2026-05-29,16.84,41.0,1.0
1123,Curry Corner,Mexican,Cincinnati,2026-07-26,24.95,28.0,2.0
1055,Noodle Nook,Indian,Cincinnati,2026-03-17,37.58,46.0,4.0
1016,Pasta Palace,Fast Food,Toledo,2026-04-02,31.17,15.0,3.0
1200,Pasta Palace,Italian,Cincinnati,2026-02-16,36.88,20.0,5.0
1202,Pasta Palace,Fast Food,Columbus,2026-03-02,42.9,15.0,1.0
1262,Curry Corner,Fast Food,Columbus,2026-07-29,63.95,51.0,2.0
1234,Taco Town,Mexican,Cleveland,2026-06-09,14.86,27.0,4.0
1244,Sushi Spot,Indian,Cincinnati,2026-07-15,32.16,48.0,4.0
1087,Taco Town,Asian,Cincinnati,2026-02-14,16.97,46.0,4.0
1146,Pizza Place,Asian,Akron,2026-05-13,54.54,33.0,1.0
1097,Sushi Spot,Mexican,Akron,2026-05-05,60.32,55.0,1.0
1125,Burger Barn,Mexican,Toledo,2026-03-13,61.22,44.0,3.0
1222,Noodle Nook,Asian,Columbus,2026-04-24,9.25,38.0,3.0
1061,Pizza Place,Mexican,Toledo,2026-04-24,63.9,35.0,4.0
1081,Burger Barn,Indian,Toledo,2026-05-28,13.65,28.0,2.0
1068,Noodle Nook,Asian,Akron,2026-06-25,59.91,29.0,3.0
1129,Pasta Palace,Italian,Cleveland,2026-06-02,16.49,40.0,3.0
1210,Curry Corner,Mexican,Cincinnati,2026-06-29,36.81,23.0,3.0
1056,Burger Barn,Asian,Cincinnati,2026-03-14,31.46,17.0,3.0
1019,Pizza Place,Mexican,Cleveland,2026-04-08,46.17,44.0,1.0
1198,Pizza Place,Indian,Toledo,2026-12-05,44.83,30.0,5.0
1086,Taco Town,Italian,Cleveland,2026-06-25,11.97,39.0,3.0
1070,Taco Town,Mexican,Cincinnati,2026-03-24,52.83,25.0,4.0
1137,Curry Corner,Fast Food,Columbus,2026-03-13,45.21,33.0,1.0
1060,Taco Town,Asian,Akron,2026-01-02,49.38,43.0,3.0
1034,Noodle Nook,Mexican,Toledo,2026-06-02,22.77,55.0,4.0
1040,Noodle Nook,Fast Food,Cleveland,2026-03-24,43.42,44.0,3.0
1138,Curry Corner,Italian,Toledo,2026-03-17,58.29,46.0,3.0
1076,Burger Barn,Italian,Cincinnati,2026-05-28,45.78,33.0,2.0
1246,Pasta Palace,Mexican,Toledo,2026-07-25,49.11,39.0,5.0
1026,Noodle Nook,Mexican,Cleveland,2026-03-24,27.93,40.0,1.0
1032,Burger Barn,Indian,Akron,2026-07-29,36.18,33.0,1.0
1043,Taco Town,Italian,Akron,2026-03-18,43.11,52.0,2.0
1096,Noodle Nook,Italian,Toledo,2026-07-05,36.58,20.0,2.0
1083,Pasta Palace,Fast Food,Akron,2026-03-06,41.43,42.0,1.0
1190,Pasta Palace,Mexican,Cleveland,2026-07-28,33.92,20.0,4.0
1258,Taco Town,Fast Food,Columbus,2026-06-08,47.23,33.0,3.0
1110,Noodle Nook,Fast Food,Columbus,2026-10-02,19.49,40.0,5.0
1105,Sushi Spot,Asian,Cleveland,2026-07-29,51.25,33.0,5.0
1073,Pizza Place,Fast Food,Columbus,2026-07-30,45.01,33.0,1.0
1117,Sushi Spot,Fast Food,Akron,2026-07-21,48.44,55.0,3.0
1150,Sushi Spot,Fast Food,Cleveland,2026-02-09,42.07,29.0,1.0
1145,Noodle Nook,Mexican,Toledo,2026-07-25,48.86,23.0,4.0
1253,Pizza Place,Asian,Toledo,2026-02-17,25.0,23.0,4.0
1251,Taco Town,Italian,Columbus,2026-06-06,15.38,15.0,3.0
1233,Curry Corner,Indian,Cincinnati,2026-07-01,39.56,45.0,2.0
1250,Sushi Spot,Mexican,Cincinnati,2026-09-03,57.16,35.0,1.0
1237,Noodle Nook,Indian,Cincinnati,2026-05-17,29.83,33.0,2.0
1178,Taco Town,Asian,Cincinnati,2026-03-25,27.85,17.0,1.0
1136,Pizza Place,Italian,Cincinnati,2026-07-08,21.82,41.0,4.0
1174,Burger Barn,Fast Food,Cincinnati,2026-07-23,15.93,39.0,3.0
1039,Taco Town,Mexican,Cincinnati,2026-05-19,55.59,33.0,2.0
1049,Pasta Palace,Indian,Cleveland,2026-06-01,33.11,19.0,1.0
1207,Burger Barn,Mexican,Cleveland,2026-04-21,12.92,54.0,3.0
1132,Sushi Spot,Mexican,Cleveland,2026-05-19,31.54,18.0,5.0
1050,Sushi Spot,Indian,Columbus,2026-02-22,14.75,48.0,4.0
1238,Pasta Palace,Asian,Akron,2026-02-13,60.49,32.0,1.0
1052,Sushi Spot,Mexican,Cleveland,2026-07-27,24.6,29.0,5.0
1080,Burger Barn,Mexican,Akron,2026-06-06,12.19,33.0,5.0
1031,Taco Town,Indian,Toledo,2026-02-24,46.35,33.0,4.0
1121,Sushi Spot,Asian,Toledo,2026-11-07,43.02,25.0,5.0
1211,Noodle Nook,Asian,Akron,2026-05-27,21.32,21.0,4.0
1196,Pizza Place,Mexican,Columbus,2026-03-27,60.43,23.0,5.0
1088,Sushi Spot,Fast Food,Toledo,2026-05-22,24.15,40.0,1.0
1255,Curry Corner,Mexican,Cleveland,2026-06-17,36.379999999999995,18.0,4.0
1058,Taco Town,Mexican,Akron,2026-02-08,48.46,22.0,1.0
1033,Sushi Spot,Indian,Columbus,2026-02-13,60.3,50.0,4.0
1038,Burger Barn,Indian,Toledo,2026-02-07,44.64,33.0,2.0
1051,Noodle Nook,Mexican,Toledo,2026-06-26,42.75,20.0,2.0
1260,Noodle Nook,Fast Food,Columbus,2026-04-05,32.28,33.0,2.0
1195,Sushi Spot,Fast Food,Akron,2026-02-27,28.95,24.0,3.0
1167,Noodle Nook,Mexican,Akron,2026-05-03,32.62,30.0,1.0
1116,Burger Barn,Mexican,Toledo,2026-09-04,48.13,27.0,1.0
1124,Noodle Nook,Asian,Cincinnati,2026-06-03,37.35,24.0,3.0
1218,Burger Barn,Mexican,Cincinnati,2026-04-30,30.14,32.0,3.0
1047,Pasta Palace,Asian,Columbus,2026-06-18,18.92,53.0,1.0
1213,Sushi Spot,Italian,Cleveland,2026-05-13,46.6,33.0,4.0
1095,Burger Barn,Fast Food,Cleveland,2026-04-15,44.75,52.0,1.0
1162,Sushi Spot,Indian,Columbus,2026-06-04,23.24,29.0,1.0
1263,Noodle Nook,Indian,Cincinnati,2026-07-26,35.54,35.0,3.0
1075,Pizza Place,Asian,Akron,2026-07-27,20.38,38.0,3.0
1022,Curry Corner,Italian,Cincinnati,2026-06-10,22.31,17.0,3.0
1072,Taco Town,Fast Food,Toledo,2026-06-05,41.32,16.0,5.0
1015,Sushi Spot,Italian,Columbus,2026-03-08,18.46,33.0,5.0
1168,Sushi Spot,Italian,Akron,2026-04-23,36.379999999999995,32.0,3.0
